character_id,character_name,player_id,player_main_handle,player_known_by,player_real_name,player_link_type,player_link_status,player_link_confidence,player_link_evidence_id,player_link_notes,immortal_list_status,immortal_list_category,is_maiar_muddler,honorary_immortal,immortal_list_source_id,immortal_list_source_name,immortal_list_source_date_context,immortal_list_evidence_id,immortal_list_review_status,immortal_list_notes,source_whois_id,source_descriptor,derived_race,derived_subrace,derived_faction,derived_faction_confidence,derived_base_class,derived_who_class_group,derived_class_title,derived_class_confidence,derived_class_skill_notes,derived_class_level_restriction_notes,derived_class_race_restriction_notes,derived_class_alignment_restriction_notes,derived_gender,derived_gender_confidence,derived_immortal_rank,derived_immortal_code,derived_immortal_role,classification_status,classification_notes,candidate_whois_rows,review_needed
char_guglunk,Guglunk,player_0031,Swork,Swork,,listed_same_player,accepted,medium,evidence_player_group_0031,,,,,,,,,,,,whois_guglunk_1780909675,Tarkhnarb Necromancer,Orc,Tarkhnarb,Minions of Sauron,high,Cleric,Cleric,Necromancer,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Necromancer | who_class_group=Cleric | class_confidence=high,1,no
char_guido,Guido,player_0170,Guido,Guido,,listed_same_player,accepted,medium,evidence_player_group_0170,,,,,,,,,,,,whois_guido_1780909681,Man,Man,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Man | base_class_unknown,1,no
char_gulag,Gulag,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,whois_gulag_1780909686,back where he belongs is a level forty-four Tarkhnarb Soldier,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Soldier,high,,,,,,,,,,parser_suspect_or_custom_descriptor,race_term=Tarkhnarb | class_title=Soldier | who_class_group=Warrior | class_confidence=high | unmatched=back where he belongs is a level forty-four,1,yes
char_gundor,Gundor,player_0060,Amandil,Amandil,,listed_same_player,accepted,medium,evidence_player_group_0060,,,,,,,,,,,,whois_gundor_1780909692,Dúnadan Battlemaster,Man,Dúnedain,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Dúnadan | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_gurgel,Gurgel,player_0071,Marre,Marre [Martin],Martin,listed_same_player,accepted,medium,evidence_player_group_0071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_guthol,Guthol,player_0050,Simba,Simba,,listed_same_player,accepted,medium,evidence_player_group_0050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_gwira,Gwira,player_0004,Wow,Wow,,listed_same_player,accepted,medium,evidence_player_group_0004,,,,,,,,,,,,whois_gwira_1780909709,Rohirric Battlemaster,Man,Rohirrim,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Rohirric | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_haazheel,Haazheel,player_0049,Haazheel,Haazheel,,listed_same_player,accepted,medium,evidence_player_group_0049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hairfoot,Hairfoot,player_0031,Swork,Swork,,listed_same_player,accepted,medium,evidence_player_group_0031,,,,,,,,,,,,whois_hairfoot_1780909720,Fallohide Scout,Hobbit,Fallohide,Free Peoples,medium,Thief,Thief,Scout,high,,,,,,,,,,classified,race_term=Fallohide | class_title=Scout | who_class_group=Thief | class_confidence=high,1,no
char_haisam,Haisam,player_0198,Fisben,Fisben [Gleb],Gleb,listed_same_player,accepted,medium,evidence_player_group_0198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_haista,Haista,player_0095,Haista,Haista,,listed_same_player,accepted,medium,evidence_player_group_0095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_haity,Haity,player_0191,Haity,Haity [Haity],Haity,listed_same_player,accepted,medium,evidence_player_group_0191,,,,,,,,,,,,whois_haity_1780909737,Noldorin Matriarch,Elf,Noldorin,Free Peoples,medium,Cleric,Cleric,Matriarch,high,,,,,female,high,,,,classified,race_term=Noldorin | class_title=Matriarch | who_class_group=Cleric | class_confidence=high,1,no
char_haladdin,Haladdin,player_0199,Roman,Roman [Roman],Roman,listed_same_player,accepted,medium,evidence_player_group_0199,,,,,,,,,,,,whois_haladdin_1780909742,Black Númenórean,Man,Black Númenórean,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Black Númenórean | base_class_unknown,1,no
char_halas,Halas,player_0158,Ainafea,Ainafea,,listed_same_player,accepted,medium,evidence_player_group_0158,,,,,,,,,,,,whois_hälas_1780909748,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_haldor,Haldor,player_0029,Faint,Faint,,listed_same_player,accepted,medium,evidence_player_group_0029,,,,,,,,,,,,whois_haldor_1780909754,Noldorin Warden,Elf,Noldorin,Free Peoples,medium,Warrior,Warrior,Warden,high,75% Bash,,,,,,,,,classified,race_term=Noldorin | class_title=Warden | who_class_group=Warrior | class_confidence=high | skill_notes=75% Bash,1,no
char_halir,Halir,player_0161,Halir,Halir,,listed_same_player,accepted,medium,evidence_player_group_0161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hamfist,Hamfist,player_0087,Bounty,Bounty,,listed_same_player,accepted,medium,evidence_player_group_0087,,,,,,,,,,,,whois_hamfist_1780909765,Hobbit,Hobbit,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Hobbit | base_class_unknown,1,no
char_hamlas,Hamlas,player_0098,Dragor,Dragor,,listed_same_player,accepted,medium,evidence_player_group_0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hannibal,Hannibal,player_0103,Edvard,Edvard [Aron],Aron,listed_same_player,accepted,medium,evidence_player_group_0103,,,,,,,,,,,,whois_hannibal_1780909776,at the gates is a level forty Tarkhnarb Warg-rider,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Warg-rider,low,,,,,,,,,,parser_suspect_or_custom_descriptor,race_term=Tarkhnarb | class_title=Warg-rider | who_class_group=Warrior | class_confidence=low | unmatched=at the gates is a level forty,1,yes
char_hanr,Hanr,player_0186,Hanr,Hanr,,listed_same_player,accepted,medium,evidence_player_group_0186,,,,,,,,,,,,whois_hanr_1780909782,Dwarven Warden,Dwarf,,Free Peoples,medium,Warrior,Warrior,Warden,high,75% Bash,,,,,,,,,classified,race_term=Dwarven | class_title=Warden | who_class_group=Warrior | class_confidence=high | skill_notes=75% Bash,1,no
char_harakiri,Harakiri,player_0062,Auriane,Auriane [Bob],Bob,listed_same_player,accepted,medium,evidence_player_group_0062,,,,,,,,,,,,whois_harakiri_1780909787,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_hark,Hark,player_0101,Healy,Healy,,listed_same_player,accepted,medium,evidence_player_group_0101,,,,,,,,,,,,whois_hark_1780909793,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_harowen,Harowen,player_0036,Atlas,Atlas,,listed_same_player,accepted,medium,evidence_player_group_0036,,,,,,,,,,,,whois_harowen_1780909799,Black Númenórean,Man,Black Númenórean,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Black Númenórean | base_class_unknown,1,no
char_hashtak,Hashtak,player_0072,Valamir,Valamir [Ole],Ole,listed_same_player,accepted,medium,evidence_player_group_0072,,,,,,,,,,,,whois_hashtak_1780909804,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_hasta,Hasta,player_0076,Bigger,Bigger [Jakob],Jakob,listed_same_player,accepted,medium,evidence_player_group_0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hatch,Hatch,player_0192,Moonshade,Moonshade [Alex],Alex,listed_same_player,accepted,medium,evidence_player_group_0192,,,,,,,,,,,,whois_hatch_1780909815,Hill Troll Warrior,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Hill Troll | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_hate,Hate,player_0130,Hate,Hate,,listed_same_player,accepted,medium,evidence_player_group_0130,,,,,,,,,,,,whois_hate_1780909821,Black Númenórean Warlock,Man,Black Númenórean,Minions of Sauron,high,Magic-user,Magic-user,Warlock,high,,,,,male,medium,,,,classified,race_term=Black Númenórean | class_title=Warlock | who_class_group=Magic-user | class_confidence=high,1,no
char_hated,Hated,player_0223,Hated,Hated,,listed_same_player,accepted,medium,evidence_player_group_0223,,,,,,,,,,,,whois_hated_1780909826,Dúnadan Adventurer,Man,Dúnedain,Free Peoples,medium,General,General,Adventurer,medium,,,,,,,,,,classified,race_term=Dúnadan | class_title=Adventurer | who_class_group=General | class_confidence=medium,1,no
char_hatred,Hatred,player_0129,Liliah,Liliah,,listed_same_player,accepted,medium,evidence_player_group_0129,,,,,,,,,,,,whois_hatred_1780909832,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,2,no
char_hazel,Hazel,player_0094,Almarian,Almarian,,listed_same_player,accepted,medium,evidence_player_group_0094,,,,,,,,,,,,whois_hazel_1780909837,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_healer,Healer,player_0031,Swork,Swork,,listed_same_player,accepted,medium,evidence_player_group_0031,,,,,,,,,,,,whois_healer_1780909843,Beorning Rider,Man,Beorning,Free Peoples,medium,General,General,Rider,medium,90% Ride,,,,,,,,,classified,race_term=Beorning | class_title=Rider | who_class_group=General | class_confidence=medium | skill_notes=90% Ride,1,no
char_healy,Healy,player_0101,Healy,Healy,,listed_same_player,accepted,medium,evidence_player_group_0101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_heather,Heather,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_heldo,Heldo,player_0070,Heldo,Heldo [Jens],Jens,listed_same_player,accepted,medium,evidence_player_group_0070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hele,Hele,player_0168,Linar,Linar,,listed_same_player,accepted,medium,evidence_player_group_0168,,,,,,,,,,,,whois_hele_1780909866,Fallohide Footpad,Hobbit,Fallohide,Free Peoples,medium,Thief,Thief,Footpad,high,,,,,,,,,,classified,race_term=Fallohide | class_title=Footpad | who_class_group=Thief | class_confidence=high,1,no
char_helga,Helga,player_0200,Helga,Helga [Aleks],Aleks,listed_same_player,accepted,medium,evidence_player_group_0200,,,,,,,,,,,,whois_helga_1780909871,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_helios,Helios,player_0090,Rayden,Rayden,,listed_same_player,accepted,medium,evidence_player_group_0090,,,,,,,,,,,,whois_helios_1780911691,Elf,Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Elf | base_class_unknown,1,no
char_henduil,Henduil,player_0213,Sibur,Sibur [Maxim],Maxim,listed_same_player,accepted,medium,evidence_player_group_0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hercule,Hercule,player_0064,Saeth,Saeth [Wojtek],Wojtek,listed_same_player,accepted,medium,evidence_player_group_0064,,,,,,,,,,,,whois_hercule_1780911702,Broadbeam Adventurer,Dwarf,Broadbeam,Free Peoples,medium,General,General,Adventurer,medium,,,,,,,,,,classified,race_term=Broadbeam | class_title=Adventurer | who_class_group=General | class_confidence=medium,1,no
char_herman,Herman,player_0061,Siroth,Siroth,,listed_same_player,accepted,medium,evidence_player_group_0061,,,,,,,,,,,,whois_herman_1780911707,Hill Troll Brute,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Brute,low,,,,,,,,,,classified,race_term=Hill Troll | class_title=Brute | who_class_group=Warrior | class_confidence=low,1,no
char_herold,Herold,player_0006,Chavez,Chavez,,listed_same_player,accepted,medium,evidence_player_group_0006,,,,,,,,,,,,whois_héróld_1780911713,Rohirric Patriarch,Man,Rohirrim,Free Peoples,medium,Cleric,Cleric,Patriarch,high,,,,,male,high,,,,classified,race_term=Rohirric | class_title=Patriarch | who_class_group=Cleric | class_confidence=high,1,no
char_hex,Hex,player_0092,Basha,Basha,,listed_same_player,accepted,medium,evidence_player_group_0092,,,,,,,,,,,,whois_hex_1780911718,Dúnadan Quickblade,Man,Dúnedain,Free Peoples,medium,Thief,Thief,Quickblade,high,,,,,,,,,,classified,race_term=Dúnadan | class_title=Quickblade | who_class_group=Thief | class_confidence=high,1,no
char_hobit,Hobit,player_0092,Basha,Basha,,listed_same_player,accepted,medium,evidence_player_group_0092,,current,Maia,no,no,2026_06_16_current_immortals,MUME current immortal list,List current as of 2026-06-16,immortal_2026_06_16_current_immortals_hobit_74_listed_current_immortal,candidate,Copied by Lewis. (+m) means the immortal is also a Maiar Muddler / muddle code contributor.,whois_hobit_1780911724,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,2,no
char_hoeth,Hoeth,player_0125,Ausir,Ausir,,listed_same_player,accepted,medium,evidence_player_group_0125,,,,,,,,,,,,whois_hoeth_1780911729,Half-Elf,Half-Elf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Half-Elf | base_class_unknown,1,no
char_hoho,Hoho,player_0053,Hoho,Hoho,,listed_same_player,accepted,medium,evidence_player_group_0053,,retired,Maia,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_hoho_247_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_hoho_1780911735,Maia,Maia,,Immortals,high,Cartographer,Cartographer,Cartographer,high,,,,,,,Maia,M,Cartographer,immortal,immortal_term=Maia | race_term=Maia,2,no
char_holg,Holg,player_0192,Moonshade,Moonshade [Alex],Alex,listed_same_player,accepted,medium,evidence_player_group_0192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_holy,Holy,player_0192,Moonshade,Moonshade [Alex],Alex,listed_same_player,accepted,medium,evidence_player_group_0192,,,,,,,,,,,,whois_holy_1780911746,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_horgy,Horgy,player_0098,Dragor,Dragor,,listed_same_player,accepted,medium,evidence_player_group_0098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_horstats,Horstats,player_0038,Sabadon,Sabadon,,listed_same_player,accepted,medium,evidence_player_group_0038,,,,,,,,,,,,whois_horstats_1780911757,Orc,Orc,,Minions of Sauron,high,,,,,,,,,,,,,,race_only,race_term=Orc | base_class_unknown,1,no
char_horus,Horus,player_0128,Bornack,Bornack [Fredrik],Fredrik,listed_same_player,accepted,medium,evidence_player_group_0128,,,,,,,,,,,,whois_horus_1780911763,Tarkhnarb Veteran,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Veteran,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Veteran | who_class_group=Warrior | class_confidence=high,1,no
char_hovado,Hovado,player_0069,Pilsner,Pilsner [Jurek],Jurek,listed_same_player,accepted,medium,evidence_player_group_0069,,,,,,,,,,,,whois_hovado_1780911768,Tarkhnarb Battlemaster,Orc,Tarkhnarb,Minions of Sauron,high,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_hrive,Hrive,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hrolth,Hrolth,player_0058,Steele,Steele [Dan],Dan,listed_same_player,accepted,medium,evidence_player_group_0058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hrothgar,Hrothgar,player_0002,Ajax,Ajax,,listed_same_player,accepted,medium,evidence_player_group_0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hrym,Hrym,player_0187,Cano,Cano [Tanel],Tanel,listed_same_player,accepted,medium,evidence_player_group_0187,,retired,Boardreader,no,no,2026_06_16_retired_immortals,MUME retired immortal list,List current as of 2026-06-16,immortal_2026_06_16_retired_immortals_hrym_504_listed_retired_immortal,candidate,Copied by Lewis. Includes Boardreaders and honorary True Legend entry for Norsu.,whois_hrym_1780911791,Maia,Maia,,Immortals,high,,,,,,,,,,,Maia,M,,immortal,immortal_term=Maia | race_term=Maia,2,no
char_hudson,Hudson,player_0162,Hudson,Hudson,,listed_same_player,accepted,medium,evidence_player_group_0162,,,,,,,,,,,,whois_hudson_1780911796,Hobbit,Hobbit,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Hobbit | base_class_unknown,1,no
char_hugo,Hugo,player_0008,Fingeror,Fingeror [Jocke],Jocke,listed_same_player,accepted,medium,evidence_player_group_0008,,,,,,,,,,,,whois_hugo_1780911802,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
char_huher,Huher,player_0020,Bubla,Bubla,,listed_same_player,accepted,medium,evidence_player_group_0020,,,,,,,,,,,,whois_huher_1780911808,Dwarven Battlemaster,Dwarf,,Free Peoples,medium,Warrior,Warrior,Battlemaster,high,,,,,,,,,,classified,race_term=Dwarven | class_title=Battlemaster | who_class_group=Warrior | class_confidence=high,1,no
char_hukor,Hukor,player_0046,Filibert,Filibert,,listed_same_player,accepted,medium,evidence_player_group_0046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hunchback,Hunchback,player_0047,Idun,Idun,,listed_same_player,accepted,medium,evidence_player_group_0047,,,,,,,,,,,,whois_hunchback_1780911819,Hill Troll Fighter,Troll,Hill Troll,Minions of Sauron,high,Warrior,Warrior,Fighter,low,,,,,,,,,,classified,race_term=Hill Troll | class_title=Fighter | who_class_group=Warrior | class_confidence=low,1,no
char_hurar,Hurar,player_0065,Wryak,Wryak [Tapio],Tapio,listed_same_player,accepted,medium,evidence_player_group_0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hwarang,Hwarang,player_0064,Saeth,Saeth [Wojtek],Wojtek,listed_same_player,accepted,medium,evidence_player_group_0064,,,,,,,,,,,,whois_hwarang_1780911830,Tarkhnarb Champion,Orc,Tarkhnarb,Minions of Sauron,high,General,General,Champion,medium,,,,,,,,,,classified,race_term=Tarkhnarb | class_title=Champion | who_class_group=General | class_confidence=medium,1,no
char_hwoarang,Hwoarang,player_0023,Bah,Bah [Jan],Jan,listed_same_player,accepted,medium,evidence_player_group_0023,,,,,,,,,,,,whois_hwoarang_1780911836,Man,Man,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Man | base_class_unknown,1,no
char_hybrid,Hybrid,player_0052,Salmar,Salmar,,listed_same_player,accepted,medium,evidence_player_group_0052,,,,,,,,,,,,whois_hybrid_1780911842,Mountain Troll Warrior,Troll,Mountain Troll,Minions of Sauron,high,Warrior,Warrior,Warrior,medium,,,,,,,,,,classified,race_term=Mountain Troll | class_title=Warrior | who_class_group=Warrior | class_confidence=medium,1,no
char_hyung,Hyung,player_0064,Saeth,Saeth [Wojtek],Wojtek,listed_same_player,accepted,medium,evidence_player_group_0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_hyurk,Hyurk,player_0065,Wryak,Wryak [Tapio],Tapio,listed_same_player,accepted,medium,evidence_player_group_0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no_whois_classification,No classification row found,0,yes
char_ibis,Ibis,player_0207,Ibis,Ibis,,listed_same_player,accepted,medium,evidence_player_group_0207,,,,,,,,,,,,whois_ibis_1780911859,Dwarf,Dwarf,,Free Peoples,medium,,,,,,,,,,,,,,race_only,race_term=Dwarf | base_class_unknown,1,no
